RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings
7086,Fruited Spinach Salad With Honey Mustard Dressing,47510,Dreamgoddess,,PT5M,PT5M,2000-03-06T16:22:00Z,This is one of the Zaar recipes that I adopted.  I prepared this salad to accompany Recipe #7088 for a very elegant meal.  The honey mustard dressing compliments the fruit and spinach wonderfully.  I hope you'll enjoy this recipe as much as my family did!,Papaya,"c(""Tropical Fruits"", ""Fruit"", ""< 15 Mins"")",106.6,4.6,0.6,0.0,26.0,17.0,2.1,13.2,1.3,10.0
7087,Strawberry Sorbet,146310,CoffeeMom,PT1H,PT1H,PT2H,2000-03-06T16:22:00Z,"Very refreshing, reminiscent of a strawberry Julius drink, only frozen. Cook time reflects method used for freezing.",Frozen Desserts,"c(""Dessert"", ""Strawberry"", ""Berries"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")",158.0,1.5,0.7,4.3,44.8,35.0,1.9,29.9,3.8,4.0
7088,Pork Pinwheels With Apricot Stuffing,47510,Dreamgoddess,PT30M,PT15M,PT45M,2000-03-06T16:22:00Z,"This is one of the Zaar recipes that I adopted.  I prepared this recipe with a few minor changes to the instructions and it made an impressive, elegant entree.  This would be perfect for a dinner party or special occasion.  The apricot sauce is a wonderful addition to the pork.  I hope you will enjoy this recipe as much as my family did!",Pork,"c(""Meat"", ""Healthy"", ""< 60 Mins"")",171.0,5.0,1.4,49.2,127.5,14.0,0.9,7.2,16.9,6.0
7089,Spinach Chicken Parmesan,71324,-Sylvie-,PT40M,PT15M,PT55M,2000-03-06T16:22:00Z,"I adopted this recipe from Recipezzar. It used to be called just Chicken Parmesan, but most other dishes with that name on here are tomato based and I wanted to make clear that this one isn't. I have also changed the amounts of some of the ingredients as I felt they just weren't quite balanced. This can easily be doubled .",Chicken,"c(""Poultry"", ""Meat"", ""< 60 Mins"", ""Oven"")",272.3,16.3,7.4,30.6,671.8,13.9,3.0,2.0,18.9,2.0
7090,Lemon Asparagus and Carrots,27678,Sackville,,PT0S,PT15M,2000-03-06T16:22:00Z,Make and share this Lemon Asparagus and Carrots recipe from Food.com.,Vegetable,"c(""< 15 Mins"", ""Steam"", ""Easy"")",24.9,0.2,0.0,0.0,31.4,5.5,1.8,2.4,1.3,6.0
7091,Pineapple-Pear Mold,47510,Dreamgoddess,,PT0S,PT0S,2000-03-06T16:22:00Z,This is one of the Zaar recipes that I adopted.  I hope to prepare this one soon and will post any modifications that I make to the recipe.,Gelatin,"c(""Dessert"", ""Pineapple"", ""Pears"", ""Tropical Fruits"", ""Fruit"", ""< 15 Mins"", ""Easy"")",94.3,0.3,0.0,0.0,1.9,23.8,2.5,17.4,1.1,8.0
7092,Peach Bavarian,183756,GothicGranola,,PT0S,PT0S,2000-03-06T16:22:00Z,"INSTEAD OF MAKING INDIVIDUAL SERVINGS, YOU CAN POUR THE MIXTURE INTO A 1-QUART SOUFFLE' DISH OR 5-CUP FLUTED MOLD.",Dessert,"c(""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Weeknight"", ""< 15 Mins"", ""Refrigerator"")",129.8,5.0,3.1,17.7,38.2,18.9,0.4,18.1,3.4,8.0
7093,Japanese Skewered Lamb (Low Cal),123897,Vnut-Beyond Redempt,,PT0S,PT1H2M,2000-03-06T16:22:00Z,Make and share this Japanese Skewered Lamb (Low Cal) recipe from Food.com.,Lamb/Sheep,"c(""Meat"", ""Japanese"", ""Asian"", ""Healthy"", ""Weeknight"", ""< 4 Hours"")",85.5,2.4,0.9,23.1,776.5,3.8,0.1,2.7,8.3,8.0
7094,Konigsberger Klopse (Konigsberg Meatballs),86318,mianbao,,PT0S,PT0S,2000-03-06T16:22:00Z,Make and share this Konigsberger Klopse (Konigsberg Meatballs) recipe from Food.com.,Meat,"c(""German"", ""European"", ""Very Low Carbs"", ""Low Protein"", ""< 15 Mins"")",921.7,89.1,37.5,221.2,1139.4,14.0,1.2,2.0,15.2,4.0
7095,Chow-Down Chowder,56112,Jellyqueen,,PT0S,PT6M,2000-03-06T16:22:00Z,Make and share this Chow-Down Chowder recipe from Food.com.,Chowders,"c(""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",137.8,3.1,0.7,2.5,424.8,20.2,1.8,10.3,8.8,6.0
7096,Tomato-Seafood Stew,47510,Dreamgoddess,,PT0S,PT0S,2000-03-06T16:22:00Z,This is one of the Zaar recipes that I adopted.  I hope to prepare this one soon and will post any modifications that I make to the recipe.,Stew,"c(""Vegetable"", ""< 15 Mins"")",204.5,4.0,0.6,77.4,1030.4,20.2,3.5,6.1,22.3,6.0
7097,Szechuan Chicken Soup,17803,Charlotte J,PT20M,PT15M,PT35M,2000-03-06T16:22:00Z,Make and share this Szechuan Chicken Soup recipe from Food.com.,Chicken,"c(""Poultry"", ""Meat"", ""Asian"", ""< 60 Mins"")",204.0,6.5,1.8,54.0,1017.1,10.4,2.3,5.6,25.4,6.0
7098,Pork Chops Dijon,34879,Barefoot Beachcomber,,PT0S,PT18M,2000-03-06T16:22:00Z,Make and share this Pork Chops Dijon recipe from Food.com.,Pork,"c(""Meat"", ""Very Low Carbs"", ""High Protein"", ""High In..."", ""< 30 Mins"", ""Easy"")",518.6,31.6,9.5,170.8,167.8,2.7,0.5,1.2,52.3,4.0
7099,Steak-Vegetable Pockets,33443,Nat Da Brat,,PT0S,PT12M,2000-03-06T16:22:00Z,Make and share this Steak-Vegetable Pockets recipe from Food.com.,Lunch/Snacks,"c(""Vegetable"", ""Meat"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"")",370.9,8.0,1.8,46.8,1152.4,45.1,4.5,5.6,29.5,4.0
7100,Vegetable-Style Rarebit,121690,echo echo,PT10M,PT5M,PT15M,2000-03-06T16:22:00Z,"This is a recipe that I adopted in the Recipezaar recipe give-away of Feb 2005. The original recipe was a bit bland to me so I've tweaked it a bit. A nice, very quick and easy lunch.",Vegetable,"""< 15 Mins""",291.2,15.2,8.9,36.2,709.0,20.9,3.4,3.8,15.7,2.0
7101,Skillet Chicken and Rice,35635,_Pixie_,PT45M,PT15M,PT1H,2000-03-06T16:22:00Z,Make and share this Skillet Chicken and Rice recipe from Food.com.,Chicken,"c(""Long Grain Rice"", ""Poultry"", ""Rice"", ""Meat"", ""< 60 Mins"")",316.1,14.2,4.0,69.0,196.5,25.8,2.1,3.2,20.4,6.0
7102,Fruit Smoothie,56112,Jellyqueen,PT5M,PT5M,PT10M,2000-03-06T16:22:00Z,"I obtained this recipe through the RecipeZaar adoption and I love it as my own already.  It is quick, easy, and very forgiving.  If you want to change around the fruit cocktail and use your favorite fruit, feel free.  Hope you enjoy!!!
See the review by Watermelon, she recommends that if you do not want it to be quite so milky to leave off the powdered milk.  Enjoy!!!!",Smoothies,"c(""Beverages"", ""Fruit"", ""< 15 Mins"")",100.3,2.3,1.4,10.0,73.8,15.3,0.6,11.9,4.9,4.0
7103,Quick Crab Cakes,34879,Barefoot Beachcomber,,PT0S,PT15M,2000-03-06T16:22:00Z,Make and share this Quick Crab Cakes recipe from Food.com.,Crab,"""< 15 Mins""",374.3,15.5,3.5,140.6,1412.1,30.0,1.0,3.8,27.1,4.0
7104,Pink Tartar Sauce,34879,Barefoot Beachcomber,,PT0S,PT0S,2000-03-06T16:22:00Z,Make and share this Pink Tartar Sauce recipe from Food.com.,Meat,"c(""< 15 Mins"", ""Easy"")",16.3,0.1,0.0,0.0,137.0,4.3,0.4,0.0,0.1,8.0
7106,Herbed Corn on the Cob,123897,Vnut-Beyond Redempt,PT20M,PT5M,PT25M,2000-03-06T16:22:00Z,This is an adopted recipe from the Great Adoption of Feb 2005. Finally tried it out on 23 March 2009.  This is a seriously good recipe.,Corn,"c(""Vegetable"", ""< 30 Mins"", ""Easy"")",153.7,4.4,2.1,7.6,113.3,29.8,3.4,3.8,4.0,4.0
7108,Andouille a La Jeannine,47510,Dreamgoddess,PT30M,PT5M,PT35M,2000-03-06T16:22:00Z,"This is an adopted Zaar recipe that I'm anxious to try.  Andouille sausage is not available in our area, so I'll be substituting a local smoked sausage that my family loves.",Cajun,"c(""< 60 Mins"", ""Easy"")",575.7,41.4,14.6,86.3,1857.2,13.4,0.2,7.5,29.1,6.0
7109,Picnic Chicken Potato Salad,155675,Fofi4667,PT20M,PT30M,PT50M,2000-03-06T16:22:00Z,The rotisserie chicken makes the difference! I adopted this recipe from Recipezaar's abandoned recipe thread on February of 2005.  I've adapted it to mirror a salad I make very often.  Hope you enjoy.,Potato,"c(""Vegetable"", ""< 60 Mins"")",223.4,4.6,1.3,110.8,249.0,33.3,3.7,4.9,12.9,6.0
7110,Red Beans and Rice,64203,Dine  Dish,,PT0S,PT5M,2000-03-06T16:22:00Z,Make and share this Red Beans and Rice recipe from Food.com.,Pork,"c(""Rice"", ""Beans"", ""Meat"", ""Cajun"", ""< 15 Mins"")",679.2,61.4,22.3,65.1,1086.2,21.3,6.4,2.0,11.0,6.0
7111,Gingersnap Gravy,34879,Barefoot Beachcomber,,PT0S,PT45M,2000-03-06T16:22:00Z,Make and share this Gingersnap Gravy recipe from Food.com.,Pork,"c(""Meat"", ""Cajun"", ""< 60 Mins"")",175.6,7.7,3.5,17.4,606.6,19.5,0.9,7.4,7.0,6.0
7112,Key Lime Pie,210188,Nana Lee,,PT5H,PT5H,2000-03-06T16:22:00Z,Make and share this Key Lime Pie recipe from Food.com.,Pie,"c(""Dessert"", ""Lime"", ""Citrus"", ""Fruit"", ""Weeknight"", ""Refrigerator"")",448.4,16.5,6.8,100.1,283.3,68.6,0.6,58.7,9.1,8.0
7113,Mary Yarborough Pie,28649,Shari2,,PT0S,PT0S,2000-03-06T16:22:00Z,Make and share this Mary Yarborough Pie recipe from Food.com.,Pie,"c(""Dessert"", ""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""< 15 Mins"")",371.1,10.0,1.9,0.0,220.4,66.2,2.1,42.0,7.3,8.0
7114,Black Bottom Pie,123897,Vnut-Beyond Redempt,,PT0S,PT0S,2000-03-06T16:22:00Z,Make and share this Black Bottom Pie recipe from Food.com.,Pie,"c(""Dessert"", ""< 15 Mins"", ""Refrigerator"")",247.2,8.8,3.3,91.6,131.1,35.6,0.3,25.6,6.6,8.0
7115,Sugar  Pie,34879,Barefoot Beachcomber,PT35M,PT10M,PT45M,2000-03-06T16:22:00Z,Make and share this Sugar  Pie recipe from Food.com.,Pie,"c(""Dessert"", ""< 60 Mins"", ""< 15 Mins"", ""Oven"")",382.5,20.9,10.0,85.5,229.3,46.1,0.9,32.2,3.6,8.0
7117,Lemon Sponge Pie,87236,truebrit,,PT0S,PT45M,2000-03-06T16:22:00Z,Make and share this Lemon Sponge Pie recipe from Food.com.,Pie,"c(""Dessert"", ""< 60 Mins"", ""Oven"")",258.3,10.8,4.5,93.3,282.7,36.9,0.9,25.1,5.2,8.0
7118,Blueberry Boy Bait,146310,CoffeeMom,PT50M,PT10M,PT1H,2000-03-06T16:22:00Z,Make and share this Blueberry Boy Bait recipe from Food.com.,Dessert,"c(""Berries"", ""Fruit"", ""< 60 Mins"", ""Oven"")",455.2,18.1,10.9,91.5,550.7,68.6,1.7,41.3,6.2,8.0
7119,Pistachio Pudding Dessert,183756,GothicGranola,,PT20M,PT20M,2000-03-06T16:22:00Z,Make and share this Pistachio Pudding Dessert recipe from Food.com.,Dessert,"c(""< 30 Mins"", ""Refrigerator"", ""Easy"")",130.3,7.7,4.6,18.5,85.3,13.0,0.2,9.3,2.9,10.0
7120,Festive Pudding,34879,Barefoot Beachcomber,,PT0S,PT45M,2000-03-06T16:22:00Z,Make and share this Festive Pudding recipe from Food.com.,Dessert,"c(""Lactose Free"", ""Free Of..."", ""Christmas"", ""< 60 Mins"", ""Oven"")",270.5,4.6,0.6,0.0,236.8,55.5,1.3,38.3,3.5,8.0
7121,Frozen Graham Custard,183756,GothicGranola,,PT0S,PT0S,2000-03-06T16:22:00Z,Make and share this Frozen Graham Custard recipe from Food.com.,Frozen Desserts,"c(""Dessert"", ""Healthy"", ""< 15 Mins"", ""Freezer"")",115.4,2.8,1.0,49.5,66.6,19.8,0.2,15.1,2.8,8.0
7122,Pineapple Casserole,34879,Barefoot Beachcomber,,PT0S,PT1H,2000-03-06T16:22:00Z,Make and share this Pineapple Casserole recipe from Food.com.,Dessert,"c(""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""< 60 Mins"", ""Oven"")",215.4,11.6,6.5,98.8,173.8,25.2,0.7,18.4,3.7,10.0
7123,Creme Brulee II,34879,Barefoot Beachcomber,,PT0S,PT1H,2000-03-06T16:22:00Z,Make and share this Creme Brulee II recipe from Food.com.,Dessert,"c(""European"", ""Low Protein"", ""< 60 Mins"", ""Oven"")",322.9,27.2,15.9,268.0,94.2,14.5,0.0,9.8,5.7,4.0
7124,London Town Gratitude Punch,125388,Ginny Sue,,PT10M,PT10M,2000-03-06T16:22:00Z,"I adopted this recipe in the recipe adoption of February 2005.  I haven't made any changes to the recipe except to clarify/correct the ingredients and instructions. For instance, in the original recipe, the first ingredient was listed as ""1 cup tangerine"" instead of ""1 cup Tang"".  The option to add rum was included in the original instructions.  For research purposes, of course I had to try it with rum ;-).  I highly recommend the version with rum; I will probably be drinking this nightly for the rest of the winter.",Punch Beverage,"c(""Beverages"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""High In..."", ""< 15 Mins"", ""For Large Groups"")",158.6,0.1,0.0,0.0,9.2,40.8,0.3,37.5,0.2,20.0
7125,Golden English Toffee,47510,Dreamgoddess,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Golden English Toffee recipe from Food.com.,Candy,"c(""Dessert"", ""European"", ""< 15 Mins"", ""Easy"")",3180.9,184.1,116.6,488.1,1627.2,400.1,0.0,399.4,1.9,1.0
7126,Quick Pots de Creme,67395,Dannygirl,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Quick Pots de Creme recipe from Food.com.,Dessert,"c(""< 15 Mins"", ""Refrigerator"")",243.8,11.7,6.8,50.1,70.0,29.8,2.3,23.2,4.4,5.0
7128,My Favorite Ice Box Cookies,22015,Mysterygirl,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this My Favorite Ice Box Cookies recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",5098.4,267.8,125.7,699.5,1562.1,649.4,14.6,441.2,51.9,1.0
7129,Golden Sugar Cookies,64203,Dine  Dish,PT10M,PT0S,PT10M,2000-03-06T16:23:00Z,Make and share this Golden Sugar Cookies recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""< 15 Mins"", ""Oven"")",4436.4,196.2,120.3,907.6,3171.8,641.9,8.4,401.1,39.6,
7130,Overnight Cookies,125579,GrandmaIsCooking,PT10M,PT10M,PT20M,2000-03-06T16:23:00Z,Make and share this Overnight Cookies recipe from Food.com.,Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"", ""Oven"")",150.1,7.5,4.4,28.5,67.2,19.3,0.7,9.8,2.1,48.0
7132,Crab Roll Hors D'Oeuvre,34879,Barefoot Beachcomber,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Crab Roll Hors D'Oeuvre recipe from Food.com.,Crab,"c(""Very Low Carbs"", ""< 15 Mins"", ""Refrigerator"", ""Easy"")",1187.2,84.0,50.8,604.2,2003.8,6.2,0.0,0.5,99.2,1.0
7133,Deviled Crab Croquettes,34879,Barefoot Beachcomber,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Deviled Crab Croquettes recipe from Food.com.,Crab,"c(""Healthy"", ""< 15 Mins"", ""Deep Fried"", ""Easy"")",198.0,4.8,1.4,207.3,1450.3,10.4,1.1,1.5,26.6,4.0
7134,Crab Casserole,34879,Barefoot Beachcomber,,PT0S,PT20M,2000-03-06T16:23:00Z,Make and share this Crab Casserole recipe from Food.com.,Crab,"c(""< 30 Mins"", ""Oven"")",269.8,13.1,3.5,159.9,1318.1,8.8,0.2,4.3,27.5,4.0
7135,Crabby Quiche Pie,34879,Barefoot Beachcomber,PT45M,PT6M,PT51M,2000-03-06T16:23:00Z,Make and share this Crabby Quiche Pie recipe from Food.com.,Crab,"c(""< 60 Mins"", ""Oven"")",362.5,26.2,12.0,131.2,904.5,20.3,1.8,1.5,11.8,6.0
7136,Tarragon Sauce,34879,Barefoot Beachcomber,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Tarragon Sauce recipe from Food.com.,< 15 Mins,"""Easy""",819.0,92.1,58.3,244.0,654.0,0.6,0.0,0.2,1.0,1.0
7137,Crab Cakes,34879,Barefoot Beachcomber,PT10M,PT10M,PT20M,2000-03-06T16:23:00Z,Make and share this Crab Cakes recipe from Food.com.,Crab,"c(""< 30 Mins"", ""Easy"")",120.6,2.0,0.5,94.1,989.5,1.6,0.1,0.2,22.5,4.0
7138,German Stuffed Veal Breast,1533,Dancer,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this German Stuffed Veal Breast recipe from Food.com.,Veal,"c(""Pork"", ""Meat"", ""German"", ""European"", ""Weeknight"", ""< 15 Mins"", ""Oven"")",919.5,72.0,27.3,239.5,605.8,20.5,1.7,2.0,44.8,
7139,Golden Crab Puff,39547,Julesong,,PT0S,PT0S,2000-03-06T16:23:00Z,"A rich, delicious appetizer!  A bit retro, but hey, there is a reason these kinds of recipes are enduring... they're tasty!  :)",Crab,"c(""< 15 Mins"", ""Oven"")",274.1,12.6,6.4,187.2,718.9,18.3,0.7,1.3,20.9,10.0
7140,Oysters and Artichoke Casserole,47510,Dreamgoddess,PT30M,PT15M,PT45M,2000-03-06T16:23:00Z,This is one of the Zaar recipes that I adopted.  I hope to make this soon and will post any modifications that I make to the recipe.,< 60 Mins,"c(""Oven"", ""Oysters"")",203.4,11.7,6.4,69.8,182.7,15.1,2.6,0.8,11.4,10.0
7141,Oyster Stew,35526,riffraff,PT20M,PT5M,PT25M,2000-03-06T16:23:00Z,Make and share this Oyster Stew recipe from Food.com.,Stew,"c(""European"", ""< 30 Mins"", ""Oysters"", ""Easy"")",233.1,15.4,8.9,80.9,227.3,11.3,0.0,0.0,12.6,6.0
7142,Grilled Shrimp,37713,kimbearly,,PT0S,PT2H3M,2000-03-06T16:23:00Z,Make and share this Grilled Shrimp recipe from Food.com.,Very Low Carbs,"c(""Weeknight"", ""< 4 Hours"")",650.2,56.4,7.7,285.8,1910.8,5.0,0.5,0.9,31.4,4.0
7143,Shrimp and Rice Casserole,43083,Ang11002,PT45M,PT24H,PT24H45M,2000-03-06T16:23:00Z,Make and share this Shrimp and Rice Casserole recipe from Food.com.,Rice,"""Oven""",1086.3,65.5,39.5,420.6,704.9,82.8,1.2,6.9,41.9,5.0
7144,Simple Scallops Supreme,34879,Barefoot Beachcomber,,PT0S,PT1H,2000-03-06T16:23:00Z,Make and share this Simple Scallops Supreme recipe from Food.com.,Low Cholesterol,"c(""Healthy"", ""< 60 Mins"", ""Oven"", ""Easy"")",162.5,3.9,0.9,36.4,1026.0,9.5,0.5,0.8,19.9,6.0
7145,Sour Cream Dressing,35526,riffraff,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Sour Cream Dressing recipe from Food.com.,< 15 Mins,,744.3,59.0,33.2,524.2,1432.8,33.2,3.4,19.6,22.0,1.0
7146,Fresh Spinach Salad,140806,Hadice,,PT15M,PT15M,2000-03-06T16:23:00Z,Make and share this Fresh Spinach Salad recipe from Food.com.,< 15 Mins,"""Easy""",209.8,19.2,3.5,20.2,542.8,2.7,0.1,2.2,6.4,1.0
7148,Green and Gold Bean Salad,65197,katie in the UP,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Green and Gold Bean Salad recipe from Food.com.,Vegetable,"c(""< 15 Mins"", ""Easy"")",21.3,0.2,0.1,0.0,145.3,4.3,1.2,0.7,0.9,6.0
7149,Kalsbrust Mit Krauterfullung (Veal Breast / Herb Stuffing),1533,Dancer,,PT0S,PT1H40M,2000-03-06T16:23:00Z,Make and share this Kalsbrust Mit Krauterfullung (Veal Breast / Herb Stuffing) recipe from Food.com.,Veal,"c(""Meat"", ""German"", ""European"", ""Weeknight"", ""Oven"", ""< 4 Hours"")",588.3,48.7,20.0,206.3,891.2,12.7,1.1,2.9,23.9,6.0
7150,Five Cup Fruit Salad,87236,truebrit,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Five Cup Fruit Salad recipe from Food.com.,Fruit,"c(""< 15 Mins"", ""For Large Groups"", ""Easy"")",261.0,16.2,11.1,25.3,71.0,28.7,1.6,21.9,2.9,16.0
7151,Strawberry Jello Salad,145448,Julie in TX,,PT0S,PT0S,2000-03-06T16:23:00Z,"This is a recipe that I adopted.  I have been making this salad for years, but we always called it ""Sorority Salad"" for reasons unknown to anyone!  I add 1/2 to 3/4 cups chopped pecans or walnuts.  This is a very refreshing salad and is good to take to covered dish dinners.",Gelatin,"c(""Dessert"", ""Strawberry"", ""Pineapple"", ""Berries"", ""Tropical Fruits"", ""Fruit"", ""Low Protein"", ""< 15 Mins"")",282.6,12.4,7.6,25.3,83.8,43.0,4.0,29.7,3.9,8.0
7152,Velvet Molded Salad,125579,GrandmaIsCooking,PT3H,PT15M,PT3H15M,2000-03-06T16:23:00Z,"This is one of my adopted recipes.  I have only changed it to allow the option of different gelatin flavors.  I changed the title, which originally was &quot;Lime Velvet Salad&quot;, to reflect this change. Cooking time is chill time.",Pineapple,"c(""Tropical Fruits"", ""Fruit"", ""Low Protein"", ""Refrigerator"", ""< 4 Hours"")",215.2,15.2,8.1,42.8,161.3,17.6,0.9,14.2,3.7,6.0
7153,Double Raspberry Salad,125579,GrandmaIsCooking,PT3H,PT10M,PT3H10M,2000-03-06T16:23:00Z,Make and share this Double Raspberry Salad recipe from Food.com.,Raspberries,"c(""Berries"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 4 Hours"", ""Easy"")",125.0,0.2,0.0,0.0,51.8,31.4,5.1,23.8,1.4,8.0
7154,Cream of Crab Soup,39547,Julesong,PT30M,PT0S,PT30M,2000-03-06T16:23:00Z,"This is a surprisingly simple and delicious soup.  Versatile, you can add potato or cauliflower or other veggies, if you like.  :)",Crab,"""< 30 Mins""",389.7,29.6,18.4,115.6,1074.7,11.3,0.2,0.4,20.0,6.0
7155,Clam Chowder,64642,Molly53,PT20M,PT15M,PT35M,2000-03-06T16:23:00Z,Make and share this Clam Chowder recipe from Food.com.,Chowders,"""< 60 Mins""",416.8,27.7,17.4,78.1,234.7,36.5,4.0,2.5,7.8,4.0
7156,French Onion Soup with Croutons,64642,Molly53,PT20M,PT15M,PT35M,2000-03-06T16:23:00Z,Make and share this French Onion Soup with Croutons recipe from Food.com.,Meat,"c(""European"", ""< 60 Mins"", ""Easy"")",34.5,0.6,0.2,0.6,996.3,6.2,0.9,3.2,1.4,4.0
7157,Gazpacho,64642,Molly53,,PT0S,PT0S,2000-03-06T16:23:00Z,Make and share this Gazpacho recipe from Food.com.,Vegan,"""< 15 Mins""",89.8,7.0,1.0,0.0,589.5,6.6,1.9,4.0,1.4,4.0
7158,Libby's Jeweled Relish,37229,LisaA,,PT0S,PT10H,2000-03-06T16:23:00Z,Make and share this Libby's Jeweled Relish recipe from Food.com.,Weeknight,"""Easy""",571.4,0.6,0.1,0.0,171.9,151.2,5.6,145.8,2.9,1.0
7159,"Cranberry Sauce With Port, Rosemary and Dried Figs",148316,- Carla -,PT15M,PT10M,PT25M,2000-03-06T16:23:00Z,This unique and delicious cranberry sauce can be prepared up to 1 week ahead.  Cover and keep refrigerated.,Christmas,"c(""Thanksgiving"", ""< 30 Mins"", ""Easy"")",218.7,0.1,0.0,0.0,9.5,42.5,3.0,34.1,0.6,8.0
7161,Chili Sauce II,34879,Barefoot Beachcomber,,PT0S,PT3H15M,2000-03-06T16:23:00Z,Make and share this Chili Sauce II recipe from Food.com.,Sauces,"c(""Mexican"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""For Large Groups"", ""Canning"", ""< 4 Hours"")",85.9,0.3,0.1,0.0,489.9,20.4,1.6,18.0,1.1,60.0
7162,Cream Biscuits,125579,GrandmaIsCooking,PT12M,PT10M,PT22M,2000-03-06T16:23:00Z,Make and share this Cream Biscuits recipe from Food.com.,Breads,"c(""< 30 Mins"", ""For Large Groups"", ""Oven"")",227.9,12.4,7.7,40.8,294.8,25.1,0.8,0.1,3.9,
7163,Sweet Potato Biscuits,123897,Vnut-Beyond Redempt,,PT0S,PT15M,2000-03-06T16:23:00Z,Make and share this Sweet Potato Biscuits recipe from Food.com.,Breads,"c(""Potato"", ""Vegetable"", ""High In..."", ""< 15 Mins"", ""Oven"")",1174.6,52.5,13.0,0.0,983.7,162.7,7.4,43.6,15.0,1.0
7164,Easy Corn Fritters,125579,GrandmaIsCooking,PT15M,PT5M,PT20M,2000-03-06T16:23:00Z,Make and share this Easy Corn Fritters recipe from Food.com.,Corn,"c(""Vegetable"", ""< 30 Mins"")",753.4,56.7,7.6,52.9,1059.4,56.9,2.6,3.9,8.4,
7165,Warm Springs Fried Bread,51109,Vina7737,,PT10M,PT40M,2000-03-06T16:23:00Z,An adoptee from the Zaar account.  Turns out that this is the exact recipe that I use for Indian Tacos...easy and delicious.  Can also be used as a base for many other delicious toppings. Cook time is resting time.,Breads,"c(""Healthy"", ""< 60 Mins"", ""Deep Fried"")",323.1,7.5,4.4,19.5,565.7,55.8,1.7,6.5,7.5,6.0
7166,Frances Cook's Bread & Rolls,22015,Mysterygirl,,PT0S,PT2H,2000-03-06T16:23:00Z,Make and share this Frances Cook's Bread & Rolls recipe from Food.com.,Breads,"c(""Weeknight"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")",96.4,2.3,0.7,8.8,104.0,16.4,0.5,2.1,2.4,24.0
7167,Whole Wheat Batter Bread,34879,Barefoot Beachcomber,PT40M,PT0S,PT40M,2000-03-06T16:23:00Z,Make and share this Whole Wheat Batter Bread recipe from Food.com.,Breads,"c(""< 60 Mins"", ""Oven"")",4746.1,342.5,44.9,0.0,7021.0,388.1,56.4,24.8,72.9,
7168,Corn Lightbread,56112,Jellyqueen,PT25M,PT15M,PT40M,2000-03-06T16:23:00Z,"A sweet cornbread, cooked up in a loaf pan like a loaf of lightbread....hence the name.  This is a recipe I adopted, and my family loves this bread.",Breads,"c(""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Oven"")",2281.9,55.1,9.4,19.6,4186.4,406.4,21.2,125.3,48.9,1.0
7169,Basic Breakfast Pancakes,11297,Jen T,PT15M,PT5M,PT20M,2000-03-06T16:23:00Z,"This is one of my adopted recipes. I adopted it towards the end of 2005 because it brought back many happy memories. I have altered it just a little by using melted butter in place of the shortening and by mixing the egg, milk &amp; butter together before adding to the dry ingredients.  I have also added how to cook them for those new to cooking :)  My Mother In Law used to make pancakes for my girls when they were young as a treat when we visited. They always had them with lemon juice (she had a wonderful large lemon tree) and sprinkled them with sugar.  :)
The cooking time is approximate.
*Oooops!!  Thanks to Sara for her review which alerted me to a mistake which I have now corrected.  It should be 1 &amp; 1/2 cups flour not 3!!!!
NOTE* I  sometimes add more milk to get a thinner batter that will spread more easily when made as large pan sized pancakes.",Breakfast,"c(""High In..."", ""< 30 Mins"")",707.3,31.9,19.0,175.4,1331.8,87.3,2.5,6.7,18.1,
